ole_object_count,ole_object_type_count,macro_present,dde_present,vba_keywords_count,entropy,struct_ContentType,struct_PartName,file_size,struct_pos,struct_val,struct_typeface,struct_script,path_/w-p,path_w-r,path_/w-r,path_a-hlink,path_w-p,path_a-accent3,struct_ang,path_/a-effectLst,path_a-themeElements,struct_dist,path_a-alpha,struct_Extension,path_a-dk1,path_a-ln,path_/a-accent6,struct_w,struct_name,path_a-lt2,path_/a-outerShdw,path_a-accent4,path_/a-dk1,path_a-accent1,path_a-sysClr,path_a-lt1,path_/a-accent4,struct_{http://schemas.openxmlformats.org/wordprocessingml/2006/main}sz,path_a-solidFill,struct_{http://schemas.openxmlformats.org/wordprocessingml/2006/main}themeFill,struct_{http://schemas.openxmlformats.org/wordprocessingml/2006/main}csb1,struct_{http://schemas.openxmlformats.org/wordprocessingml/2006/main}styleId,label
26,3,1,0,2,4.751803239197609,4,2,159537,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
0,0,0,1,0,7.396364009031368,14,11,36657,10,69,66,60,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
32,3,1,0,2,5.339208490629606,0,0,188928,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.403340562344774,14,11,39117,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
26,3,1,0,3,4.859895914755649,4,2,192513,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
29,3,1,0,2,5.521299519137247,0,0,183611,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.386771814352707,14,11,36661,10,69,66,60,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
31,3,1,0,2,4.894182574699667,4,2,134927,9,62,66,60,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
32,3,1,0,2,5.353730029103938,0,0,203264,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.388578443601548,14,11,36663,10,69,66,60,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
29,3,1,0,2,5.496855203763742,0,0,179205,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.386813746508865,14,11,36855,10,69,66,60,4.0,4.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
29,3,1,0,2,5.660771898983356,4,2,234149,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
0,0,0,1,0,7.390111431837997,14,11,36660,10,69,66,60,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.394146405290863,14,11,36663,10,69,66,60,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
31,3,1,0,2,5.086257539410655,0,0,151829,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
20,3,1,0,2,4.861193483732079,0,0,195047,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.391117085938281,14,11,37311,10,69,66,60,7.0,7.0,7.0,,7.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
20,3,1,0,2,4.803373509762164,0,0,201226,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
29,3,1,0,2,5.482436751085342,4,2,176031,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
20,3,1,0,2,4.721829424301306,4,2,162931,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
31,3,1,0,2,5.079359686205788,0,0,151338,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.394358056107642,14,11,36854,10,69,66,60,4.0,4.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.401121585724141,14,11,38144,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
29,3,1,0,2,5.519914056904242,0,0,182722,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.388669697074175,14,11,36794,10,69,66,60,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.393080425795236,14,11,38280,10,69,66,60,13.0,13.0,13.0,,13.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
20,3,1,0,2,4.858927469003525,0,0,194122,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.407563651407013,14,11,39645,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
20,3,1,0,2,4.798176747684468,4,2,159099,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
36,3,1,0,2,5.653280963798845,4,2,235698,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
0,0,0,1,0,7.40234880534384,14,11,38803,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,0.0,324.0,0
0,0,0,1,0,7.392260149058153,14,11,37334,10,69,66,60,13.0,13.0,13.0,,13.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.402337477405343,14,11,38314,10,69,66,60,19.0,19.0,19.0,,19.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
29,3,1,0,2,5.673846804512942,0,0,240427,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
31,3,1,0,2,5.032754509678848,0,0,180306,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
36,3,1,0,2,5.695324717951157,4,2,234709,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
36,3,1,0,2,5.696128051556414,4,2,233552,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
0,0,0,1,0,7.393198019002889,14,11,36854,10,69,66,60,4.0,4.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
36,3,1,0,2,5.698645500740481,4,2,235114,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
0,0,0,1,0,7.406245997011073,14,11,41339,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
31,3,1,0,2,5.036083955930818,0,0,180688,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.388656856896881,14,11,36794,10,69,66,60,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,6.779545929406956,11,9,22758,11,62,64,58,65.0,151.0,151.0,,66.0,,,,,,,,,,,,,,,,,,,,,120.0,,0.0,0.0,22.0,0
20,3,1,0,2,4.777359326035231,0,0,167709,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.407098455585394,14,11,40270,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.393309740091771,14,11,37631,10,69,66,60,13.0,13.0,13.0,,13.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,0.0,324.0,0
26,3,1,0,2,5.614013363960285,0,0,229206,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
20,3,1,0,2,4.496912752508825,0,0,204185,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.395199956167247,14,11,38220,10,69,66,60,6.0,6.0,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
29,3,1,0,2,5.521705596389602,0,0,183061,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.401327274451912,14,11,38980,10,69,66,60,17.0,17.0,17.0,,17.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.40336423987805,14,11,39381,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
29,3,1,0,2,5.476560037691926,0,0,178107,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
36,3,1,0,2,5.629995928419616,4,2,233385,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
20,3,1,0,2,4.746023164846994,0,0,182613,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.400491693058177,14,11,39025,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
26,3,1,0,2,5.701585878172424,0,0,240488,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.389659083391527,14,11,36832,10,69,66,60,4.0,4.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
26,3,1,0,2,5.677449946087108,0,0,224261,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
26,3,1,0,2,5.093658506171641,4,2,256242,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
0,0,0,1,0,7.39563548111943,14,11,37515,10,69,66,60,16.0,16.0,16.0,,16.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.391050659378013,14,11,37679,10,69,66,60,10.0,10.0,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
29,3,1,0,2,5.64873118491867,0,0,205878,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
21,3,1,0,2,5.314232010537643,4,2,156276,9,62,66,60,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
32,3,1,0,2,5.303281048920748,0,0,186880,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.396759377766564,14,11,38425,10,69,66,60,10.0,10.0,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
29,3,1,0,2,5.795062769538802,0,0,252218,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
26,3,1,0,2,5.630593922033245,0,0,227381,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.404058790586712,14,11,37598,10,69,66,60,11.0,11.0,11.0,,11.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.401641704163155,14,11,39924,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
26,3,1,0,2,5.606641261951395,0,0,235902,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.395781832001136,14,11,37602,10,69,66,60,17.0,17.0,17.0,,17.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
20,3,1,0,1,4.747713373022351,4,2,161957,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
0,0,0,1,0,7.390611247738761,14,11,36799,10,69,66,60,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
20,3,1,0,2,4.723926563588413,0,0,219429,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.408634985729398,14,11,39295,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
26,3,1,0,2,5.699864725463399,0,0,233549,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
31,3,1,0,2,5.270752365684323,0,0,167913,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
20,3,1,0,2,4.597155170982079,0,0,196768,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.392260149058153,14,11,37334,10,69,66,60,13.0,13.0,13.0,,13.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
21,3,1,0,2,5.181824529788657,0,0,212677,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.408717609807123,14,11,40469,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
26,3,1,0,2,5.167193718339152,4,2,238102,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
0,0,0,1,0,6.210065572966719,11,9,14024,11,62,66,60,9.0,37.0,37.0,,9.0,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,3.0,8.0,0
0,0,0,1,0,7.393583439292841,14,11,38088,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
31,3,1,0,2,5.270883618213093,0,0,177977,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
20,3,1,0,2,4.625382941200625,4,2,180659,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
20,3,1,0,2,4.789008638286113,0,0,169263,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.390406209337127,14,11,37562,10,69,66,60,12.0,12.0,12.0,,12.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.408416200177221,14,11,39027,10,69,66,60,17.0,17.0,17.0,,17.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
21,3,1,0,2,5.454404988096458,4,2,180884,9,62,66,60,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
0,0,0,1,0,7.399989057096657,14,11,39009,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
29,3,1,0,2,5.526718384932607,0,0,184271,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
26,3,1,0,2,5.702733362947751,0,0,235371,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.397806741266063,14,11,38924,10,69,66,60,10.0,10.0,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.388772743057037,14,11,36657,10,69,66,60,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
29,3,1,0,2,5.702228861319072,0,0,240328,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.403690173921254,14,11,39117,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.391685333898554,14,11,36659,10,69,66,60,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
32,3,1,0,2,5.354246158384789,0,0,193536,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
29,3,1,0,2,5.685742603300156,4,2,234691,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
0,0,0,1,0,7.394444473919367,14,11,36652,10,69,66,60,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.406096149062979,14,11,39503,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.402752721944764,14,11,39924,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,6.207521641466745,11,9,14106,11,62,66,60,17.0,25.0,25.0,,20.0,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,3.0,8.0,0
32,3,1,0,2,5.306794068627489,0,0,186368,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.390006921915219,14,11,36662,10,69,66,60,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
32,3,1,0,2,5.306334917872727,0,0,186368,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
29,3,1,0,2,5.657630994376393,0,0,196730,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
21,3,1,0,2,5.076056952493877,4,2,147389,9,62,66,60,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
0,0,0,1,0,7.409757235873434,14,11,39345,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.409608624416776,14,11,40762,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
31,3,1,0,2,5.219245858633754,0,0,183296,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
31,3,1,0,2,5.084306642460988,0,0,151160,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
20,3,1,0,2,4.48409417184607,0,0,202789,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
31,3,1,0,1,5.066901649459306,0,0,141873,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.387962564549136,14,11,36661,10,69,66,60,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.386232589952359,14,11,36658,10,69,66,60,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.388648205262526,14,11,36664,10,69,66,60,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
29,3,1,0,2,5.659309732786499,0,0,200961,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
